graphs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
AML-58-001#2,1.612062,-1.5645138,-0.47301948,2.6150975,-0.17825438,0.2763891,0.9746476,-0.90087676,0.23088014,1.546984,-2.2685237,0.011311714,-1.5309858,-2.294278,-0.68269116,1.5755554,-0.5348835,0.24395622,-0.24845618,-0.3004415,0.7784406,-0.36840078,-0.51320535,-0.017107638,0.040718544,-0.6464303,-1.1136492,1.7325405,0.8844144,0.71794087,1.7402794,0.9833108,2.3739007,0.4466259,-0.3996027,-0.20820227,-0.53323734,0.07877263,0.042497855,-0.4547306,-1.8990384,0.18345362,-0.5798118,0.42631406,-1.3678511,-1.0727372,0.88655466,2.6437652,-0.9745583,-0.49273795,0.7160082,1.1565999,0.80616087,0.24324894,0.5603169,-0.3729855,-2.287186,-0.04686643,-0.6297446,1.2005372,-0.36614665,0.70359224,-0.77161205,0.5511768,0.6155332,0.26075757,-0.47165415,0.26613498,-0.6496657,-1.1483551,0.77344203,0.45888123,0.4933838,0.52360433,-0.06143639,1.0025299,-0.6561311,-0.5171802,1.1540251,-0.14290366,-0.39969176,-0.2813457,0.58111775,-0.66619074,0.44034034,-0.5143333,-1.7169768,-0.07105138,-0.23141639,-0.6616651,-1.1865445,1.8493593,-0.088729456,-1.3454168,-0.65075195,1.0978341,-1.5463356,0.16385302,0.7409148,0.369589,-1.1822263,0.6481049,0.5008822,-1.3975432,-2.3444438,-0.62941086,-0.006473943,0.6439259,0.17215715,0.059968706,0.7672737,-1.6487718,0.3277235,-0.20801044,-0.54784316,0.8887,1.725812,0.8498577,-0.66136074,0.12928861,1.2735063,0.5863516,-0.17930542,-0.41291982,-0.74840075,1.9685466,1.1294024,0.079842985
AML-76-001#2,1.8715771,-0.99293053,0.4184379,0.83020586,-1.2383703,-0.64846873,0.06611924,1.7659438,1.5719079,1.012681,-1.842092,-0.960463,0.15450555,-1.8022563,2.547787,-0.12883286,-0.86965257,1.0520365,1.0342317,-0.6261546,0.09790759,0.2792159,1.1416551,0.5599672,0.7026875,-0.7603347,-0.8037385,2.32515,-1.3261555,-0.96266854,-0.36531392,0.1360829,0.27403042,-0.6500016,-0.19859426,-0.87840915,-1.4920777,-0.08634322,0.2854247,0.6399428,-1.323465,-0.36068466,-0.23141941,-1.0306796,-1.0853462,-0.75726914,-1.3598773,1.7526176,0.46529415,0.3591541,-0.97471553,-0.56229466,0.08778637,-1.4159287,-1.0300287,-1.2439564,-0.7511552,0.5789354,0.58159524,0.77834713,-0.85793835,-0.05221596,0.391074,-0.38809103,-2.3615394,-0.050165657,-0.46618325,0.39964932,0.071632415,-0.8938515,-0.49823183,-1.5931381,0.71797645,-0.5657708,-1.8990322,0.2072398,0.6087403,-0.7091463,-0.5641205,0.40034708,-0.007812502,1.674699,1.094365,0.21235642,-0.6448822,-0.6471351,-0.35286787,0.24627,-0.42269176,-0.5167845,-0.69627976,0.21690972,-0.22060813,-2.0087724,0.44661662,1.3772482,-1.1900582,-1.4060835,0.7311155,-0.18012312,-0.24642707,0.55019677,1.4894271,-0.1847073,-1.3851862,-2.50744,0.28951132,0.55880314,1.787543,0.95258254,1.2066487,-0.13401346,-1.2766175,-0.8048788,-0.29420677,-1.2742132,0.053400654,0.46447656,-1.1059191,-0.8140906,1.1658436,0.47825718,0.44977632,0.41577995,0.63964564,0.6921425,2.007444,0.9101928
AML-04-003#2,2.596166,-2.5025544,0.08993717,0.2819481,-1.2815173,0.32345563,1.0640026,-0.51527995,1.6090828,1.5057038,-2.1725354,-0.4929302,0.7273674,0.9933533,1.5667756,-1.2012515,-0.6055668,-2.043885,0.47693938,-1.0308621,0.4850958,1.2499814,0.28069234,-0.9071556,0.037011627,0.41206524,-0.07382427,1.9544045,-0.11790827,-0.3778921,0.00014535859,0.5309728,0.07674601,1.8612653,-0.5805724,1.0352466,0.014460558,-0.026164448,-0.1366736,-0.6024118,-0.29937562,0.112788066,-0.71540534,0.5507602,-0.3933912,0.08036815,0.8904661,1.9332207,0.3348244,0.43991897,-0.983422,0.6783233,-1.0334312,-0.49415314,1.3012077,-3.0568526,0.17365295,1.0738002,-0.08596292,-0.05097202,-0.42175516,-0.9730532,0.35133883,0.18548305,-0.9702816,-1.5405171,0.13827091,0.3680385,0.4807669,-1.2868065,0.50208783,-0.34601998,-0.31330702,-0.43208763,-0.8697045,0.18705902,-0.5977922,0.39182633,-0.7180126,-0.013760904,-1.1674651,1.5575366,-0.8772598,-0.38633427,0.54652244,-0.9886355,-0.12002258,-1.1059414,-0.115856834,-0.9329768,-1.6732605,1.8357425,0.50156915,-1.0640988,0.11328273,-0.101770446,-1.1054051,0.45539752,0.49811625,-0.041118715,-0.9209974,0.58904487,0.55597645,-0.4364858,-1.9637394,-1.6196373,-2.040286,0.56010914,0.0028760012,0.4770833,1.7794552,-0.3259055,-0.07946728,0.4001265,0.02782401,-1.3542436,0.12763572,2.636641,-1.1914425,0.096888624,-0.8553661,-0.4162074,0.38934568,-0.0689417,0.070995696,0.30638787,1.5646026,0.88613707
AML-89-001#2,1.847317,-0.71569395,-1.0349963,0.8297274,0.046739127,0.07959315,0.6525185,-0.38110948,1.3956397,0.83772147,-0.79056257,0.33368886,0.014488304,-0.08379499,0.5199385,-0.58341193,-0.44994903,0.6592304,0.9389291,0.6740035,0.5079688,-0.8396529,-0.52282196,-1.0132083,1.7074325,-0.17384458,-0.6176918,0.9456274,2.3278062,1.1410966,-0.19941138,0.7639396,0.852567,1.2550471,1.07756,0.58309555,-1.3005959,0.71710014,0.29252884,-0.53413814,0.094442554,0.765011,1.0298557,-1.4303058,0.2959854,-0.007684064,-0.26145896,1.1452055,-1.3276207,0.7931142,0.8278447,0.7402486,0.91178256,-1.768575,-0.45340976,-1.220911,1.4971454,-0.36637586,-0.3327117,0.6622094,0.9648708,-0.4110678,-1.1878347,0.6865755,-2.5906067,-0.35309976,1.7363058,-0.64463395,-1.8296523,0.825134,-0.4128953,0.32457614,0.6270261,-0.6460153,-0.22338341,-0.044598807,-0.468207,0.62773764,-0.17766482,-0.6584306,1.2242969,-0.059768736,-0.14074402,-0.9326475,0.7473886,-1.3801004,-1.7515776,-0.28095064,-2.0641658,0.9727822,-0.77060497,0.9536898,0.74084496,-1.4656332,0.41603565,0.81541055,-2.422215,0.13853264,0.49453825,0.89709914,-0.01773277,0.32462597,1.6566731,-1.417584,-0.48052046,-2.0683026,-1.7594675,1.7750311,0.22091392,0.5612599,-0.19243042,-0.593179,-1.2905741,-0.090771735,-0.121181294,-0.65659577,-1.0949874,-0.7976793,-0.22962697,-0.014008618,0.43475246,0.48668864,0.7197643,0.6664177,0.05303324,2.1940918,1.5226636,2.1451712
AML-60-001#2,2.6833417,-1.8092515,0.11446622,-0.004716513,-1.4081708,0.9870849,3.0213015,-0.50322366,-0.07273513,1.1990308,-0.8650181,0.5986128,1.3373505,0.021461735,-0.16981015,-0.45496404,0.031663254,1.2384024,0.70794636,-0.28357473,0.38023463,0.32968065,0.25837982,0.72239465,0.62839305,-1.6908618,0.6402225,1.093405,0.23837619,-0.8530448,0.9453109,0.4701035,1.436975,0.23654029,-0.477041,-0.7646181,-0.78356254,-0.8513067,-0.31086576,-1.2343701,-1.9185815,0.58441603,-1.2890332,-1.3139514,-1.6204504,-0.6082276,-0.23402072,0.004923474,-0.16054286,-0.040643416,1.6841996,0.60650134,-0.2117511,-0.5132031,0.17459887,-0.8670439,-0.7730015,0.6508244,1.2026557,-0.620436,0.04159353,-0.6251741,0.835733,1.614079,0.20859464,-0.5410132,-0.14899625,0.27225608,-0.852347,-0.35384905,0.4022611,-0.3193013,-0.6256309,0.49987042,-0.27793282,0.052183554,-1.7166718,-0.24288899,-1.5681053,0.7630907,-0.050232086,1.1817365,1.303512,-0.92330754,0.5019887,-1.0392953,-0.6352671,0.4172725,0.42298102,-0.8050687,-0.5585383,1.1527462,-0.0387992,-0.41293114,1.4587868,1.4016305,-1.2123173,0.9625319,-0.09094329,1.3125387,-0.013004654,-1.1064242,0.9502112,-0.59240186,-2.5845156,-1.4108732,-0.9255895,1.5006976,-0.21153688,1.4355454,-2.0540645,-0.6060968,0.6775342,-0.65104806,-0.85032433,-0.40925065,-0.21989061,0.6467756,-1.782861,-0.23979002,0.56859934,-0.015277078,0.08863084,0.64865917,0.26231763,2.9972618,-0.95993906,1.2128575
AML-83-002#2,2.1706643,-1.4291108,-0.30259323,1.544648,0.47003654,0.5040239,1.6856594,0.65039474,0.957631,1.0233907,-2.3135674,-0.75297296,-0.9349803,-1.8280642,0.06766589,0.25942042,-0.37886515,0.037387915,0.7491561,-0.47024179,0.3357391,-0.63585556,-0.5775168,-0.03904665,0.70077574,0.2665207,-2.1183908,2.1637566,0.15783404,1.04367,1.0102276,0.9552223,1.3981272,-0.1840055,0.70500994,-1.1402544,-0.2088874,-1.2480466,-0.45677856,0.029743146,-1.7642307,0.9874051,-0.6869059,-0.29894653,-1.029702,-0.67339456,-0.3497228,2.522726,-0.83622605,-0.9099599,-0.5289962,0.63172436,0.6197611,0.11047724,-0.28745654,-0.7581601,-1.1631055,-1.2010925,0.69036305,1.7386988,-0.8976105,-0.19419608,-1.3028401,-0.97867113,-0.66869086,0.6501024,-0.27619663,-0.3621003,-0.1998708,-0.172923,0.89506257,-0.95344335,0.91198623,0.88394874,-1.5860949,-0.6359774,0.031107156,-1.717061,0.2016014,-0.33516067,0.24328835,-0.14933282,1.1722494,-0.160183,-0.56736416,1.1206952,-0.7414615,1.2222438,0.15367813,-0.76595974,-1.5593617,-0.026477607,-0.11837434,-1.0745547,0.113850996,1.1259793,-1.9267964,-0.6049432,0.44351092,-0.8413808,-1.380381,-0.46106416,-0.32929558,-1.8422397,-1.1607591,-1.4350053,1.1620797,1.3972896,-0.49267238,0.29283366,1.1404501,-1.1388813,-1.8118194,-0.7558373,0.634794,0.13610269,0.55192345,0.4953249,-0.23826204,1.4387218,1.3818293,-0.12540354,0.9290502,1.1758883,0.24955925,1.7442623,1.0767319,0.5347264
AML-104-001,2.064552,-1.9428648,0.36503357,1.0714495,-1.2139392,0.12199534,2.5665295,-0.8373212,0.030121174,1.6841824,-1.4894444,0.12041873,-0.059619196,0.38881296,0.30691364,-0.1886612,0.5743966,-0.39358395,0.60958177,0.2972204,0.4744487,-1.1695561,0.5429862,-0.5439559,1.2290566,-0.8565843,0.010574172,1.4747144,-0.7304947,-0.56104994,0.65542966,0.5061041,0.13477288,0.037532393,-0.20713349,0.81464666,0.2670263,-0.55085623,1.4374732,-1.6119645,-1.64998,-0.19733396,0.09021877,-1.0319494,-0.73403174,-1.2390548,-0.105611406,0.35356686,-1.5372612,-1.0727583,0.7336371,1.1176199,-0.1004121,-0.72807395,0.21281648,0.21252325,-0.5968088,-0.5903405,0.61056787,2.430159,-0.18264535,-0.0726444,-0.5661797,-0.68157816,0.28883564,-1.411854,-0.004132947,0.80652,-0.62449396,0.47655427,-1.0028484,-0.9010726,-0.53768486,0.8784026,-1.3012357,0.63323164,-0.2195146,-0.29708165,-0.8981194,1.0782014,0.3859475,0.9453539,1.4408736,-1.4663501,0.0004861099,-2.164101,-1.0922089,-0.4697751,-0.017498376,-1.0940336,-1.0603347,0.94259334,1.2373343,-1.337359,-0.07581965,1.5592215,-0.8523407,0.20853779,0.7622919,1.5376236,0.13955188,-0.658966,0.18140632,-0.52268034,-1.6839176,-0.09247392,-1.5567894,1.5366973,-0.65515035,1.2089784,-1.4623713,-0.72593886,0.048187885,-0.31342524,0.66118044,-0.6340586,-0.72405684,1.280127,-1.371368,1.4475307,1.399224,0.42728704,0.82913613,0.7206167,-0.38050658,2.741366,1.0252484,1.8348918
AML-115-001#2,1.4671732,-1.7343017,-0.30429778,0.66894805,-0.79082537,0.054308414,2.0401628,-0.5806722,-1.5958912,2.0724385,-0.76158977,-1.6472766,-0.26074362,0.05167637,0.18493554,0.60924166,0.31891325,-0.11329644,0.99499714,-0.6272355,1.1404966,-0.38235444,0.7786373,1.0103158,0.63429046,-0.19560209,-0.99156475,1.082563,0.7536751,-0.16810462,-0.13284577,2.0801957,1.8127792,0.5896279,-0.8643899,-0.34472576,-0.07321559,-0.34340256,-0.16546604,-0.41513816,-1.1328291,0.8020014,-1.8586867,-0.6259451,-1.8503233,-0.41028872,-1.2857639,1.5819805,-0.017712679,-0.61968535,-0.41690323,0.9404151,1.2852608,1.0277678,-0.10495855,-0.91795415,-1.0484565,0.3529379,1.6873235,2.0753558,-0.54897344,0.42590716,-0.9248291,-0.16694717,0.8980322,-0.24542832,1.462734,-0.58231515,-0.62403506,-0.3111379,0.18111241,-0.031823605,1.0381602,2.0476696,-0.75270927,0.6972537,1.2084849,-0.2724547,-0.61924255,0.63915265,-0.5149769,0.42306325,0.8716576,-0.36863622,0.8456513,-0.39190575,-0.7919792,0.4435903,1.2694445,-1.5880587,-0.91212803,0.7322161,-0.9252009,-1.6259595,1.1706549,0.80673563,-0.67062354,0.514497,0.6229258,0.7828229,-0.5203143,-0.67347294,-0.25865415,-0.39665774,-1.842066,-0.6909502,-1.7793301,0.9010549,-0.2332653,0.4486007,-0.8954533,-0.730413,0.51007533,-0.0870227,-1.2708552,-0.5379577,-1.52509,1.0164875,-1.7787579,0.19013262,0.91741073,0.30280527,1.131475,0.085584134,-0.37777576,3.3121014,0.74339336,-0.26011738
AML-114-001#2,2.2924945,-1.1558915,0.6674352,1.2463467,0.3645376,0.57105273,2.1728647,1.7356569,1.0881145,1.2730917,-1.2846918,-0.16988224,-0.33486468,-0.3189489,0.06834323,-0.39388287,-1.4130434,0.44389856,-0.41897848,-0.32038155,0.5481458,-0.70157087,1.7158605,-0.38307944,1.1373078,0.6766181,-1.3888433,2.940101,0.83577114,0.9257568,-0.025446989,0.4207159,1.5688921,0.19528097,0.15148444,-0.30850703,-0.72495985,-0.44807214,1.2720653,-0.6512517,-0.4475072,0.080563225,-1.130324,-0.4953362,-1.2190511,-1.4909734,1.2816263,1.1326371,-1.819992,0.19527446,0.5303322,0.09611471,0.47209108,-0.090451665,-0.5190407,0.3256943,0.8154181,-0.43375912,-0.40322784,1.6681556,-1.037444,0.10035927,-1.2566632,1.1270572,-1.4481411,0.15793383,-0.7520006,0.50855595,0.39694357,0.98417944,0.7086085,-0.089417286,1.672024,0.8113328,-0.6469551,0.25234708,-1.3975918,0.7151598,0.687699,-0.21409018,-0.4344393,0.28211766,0.34523177,0.29712468,-0.4991385,-0.17913064,-1.3322554,0.6446023,-0.1599309,-1.0705463,-0.17128617,1.3052168,0.026215712,-2.0636451,-0.6460281,0.38176504,-1.3014019,-0.28801048,-1.0520207,0.37820098,-1.7116421,0.29411298,0.2583794,-2.3997247,-1.233549,-0.84561384,-0.7916437,2.2703257,-0.11393476,-0.4066017,0.6351144,0.6797051,-0.84981066,-0.6984761,-0.009361558,-1.1398746,-0.05068517,0.9750248,-1.1940411,0.2934666,2.34097,0.7443256,0.9273811,1.3296757,-0.15013294,1.2070298,1.3750314,0.31718215
AML-99-005#2,2.4691415,-2.0943134,-1.2140752,0.0023105282,-0.055033803,0.015733825,0.69438165,0.16558905,2.3101685,0.8560453,-1.1507456,-1.6762307,-0.3453044,-0.44446632,0.43497172,0.3126988,-1.0242095,-0.03163407,0.48595244,-0.059029937,1.2495793,0.52588505,-0.16629428,-0.9710557,-1.0791514,-0.14806138,-0.38337624,2.1725802,1.5567135,0.3286056,0.5223399,-0.30241388,2.3107896,-0.03336623,-0.07500574,-0.04329497,-1.0822222,0.5462102,-0.5006554,-0.09223935,-0.87796324,0.9300417,-1.4132484,-0.75282466,-2.524925,-1.2638748,-0.13285416,0.65655684,-0.5113345,-0.014527847,-0.9328383,0.9109704,-0.586469,-1.1409478,0.138448,-0.5027955,-1.4918178,0.14957082,1.4031314,0.10603265,0.1272038,0.74392754,0.07029102,0.14967877,0.34397954,0.8020494,-0.8079679,-0.6405626,0.32677883,0.055158153,1.9657302,1.9227518,-0.17548794,-0.21756268,0.04785788,1.353651,-2.3430386,-1.4505447,0.7458946,-0.2518533,-1.1104345,0.037851024,0.47845143,0.08498339,0.42153087,-0.46627584,-1.3291401,-0.03690272,-0.794017,-0.9294143,-1.5939645,0.8045242,-0.37944874,0.022611689,-0.11077724,1.0543756,-1.2850744,0.037174508,1.0310229,0.6421006,-0.7278446,-0.232305,0.42671046,-0.84307003,-2.337174,-1.8227811,0.5660645,1.4933974,1.064561,-0.25505087,-1.1150203,-1.8668181,0.096155524,0.04166065,-0.5326986,0.25448424,0.11283837,1.4389768,-0.30267987,0.87795997,1.6043289,-0.23505655,0.66084325,-0.32408416,-0.77327836,0.96249044,1.292925,1.5897634
AML-79-001#2,1.3664454,-1.9055996,0.21596162,0.9295163,-0.17020506,0.49699113,1.5855472,-0.79316133,0.7035212,0.6553707,-0.5856403,0.7241053,0.9562741,0.6192451,0.4407066,0.07482914,-0.761629,-0.5027388,0.017792828,0.08982155,0.811366,-0.53430897,-0.04396768,0.02264559,2.169793,-0.7333971,-0.02495287,2.4339907,-0.055462748,-0.12109798,2.6513724,-0.62510747,-0.02188895,0.078971654,0.17307656,-0.67138517,0.3961856,0.6096529,0.74670726,0.41934806,0.75753766,-0.22461873,-0.5018756,-0.5261509,-0.24701743,0.12685086,-0.35012275,1.7179924,-1.4858894,-0.6078448,-0.5414833,0.09571972,-0.110297225,-0.118286975,-2.1061723,-0.54204094,-0.33109558,-1.033475,0.36595157,0.20790236,1.402063,0.88568825,-1.0875316,0.25218683,-1.4532654,-0.350024,-0.82257575,-0.5965193,1.0727106,1.2954499,-1.0669146,-0.21597552,1.3306764,-0.29430854,-0.17664665,-0.10499991,-1.09698,0.583494,-0.05328176,-1.3289925,-0.8154729,0.43907252,1.3347484,-0.29953402,-0.51079196,-0.72705775,-1.7709724,1.0378515,-1.8943315,-1.5377975,-0.5693323,1.9569138,0.55806255,-0.71666104,-0.027239727,0.55909324,0.24080087,1.2133479,0.22887193,-0.5832755,-1.0488375,-0.11553532,1.0041966,0.49810943,-1.2382017,-2.4917758,-2.4308872,1.2260665,-0.19010521,0.40903106,-0.015233135,-0.06186558,1.4464333,0.29842892,-0.48100373,-0.6532616,-0.007344231,0.8327234,-1.1666137,-0.42881677,0.028470617,1.0390677,0.6768777,-0.2508583,0.2773991,3.3445477,1.3344257,2.1440015
AML-44-001#2,2.974716,-1.5378916,0.55887985,-0.7842061,-1.0158696,-0.39322367,1.2147183,-0.30662715,-0.40129974,1.4639722,-2.473788,-1.0829359,0.47589725,1.1151538,1.283761,-0.3820071,-0.674916,-1.3031137,-0.7237624,0.3571474,1.6171001,0.9361062,0.42349544,-0.9835987,0.08637156,-2.1753356,0.509447,1.0094129,0.31276768,-0.48820502,0.8153323,0.2612986,1.6174656,-1.6036336,0.20021512,-0.18741474,1.0092704,0.48882446,0.9363898,-0.3264408,-1.4710125,1.3229249,-1.1345071,1.2641073,0.08469764,-1.0047836,-0.31707445,0.75049657,-0.59826267,-0.18846014,0.17250526,-0.52462804,-0.8698893,-1.3926167,-1.1050467,-0.47372952,0.7377571,0.19687182,0.7056134,0.87516624,-0.26230532,-0.545848,-0.91144884,1.0216026,-0.09747398,-0.1177039,-0.6550873,-0.48379672,-0.12982345,-0.4352879,-0.8323184,0.0037993537,0.76339,0.36744583,-0.04953629,0.9356834,-1.3833027,-0.74088883,-1.4092863,-0.8221249,0.63606167,0.9637944,0.53386533,-0.13385864,0.12802516,-0.21264915,-0.4147381,-0.86100525,-0.95990914,-0.65961033,0.095445566,0.6520825,-0.6911764,0.32915807,0.30644155,0.17789383,0.048168506,1.2471254,1.0487771,1.5040346,-0.7633751,-0.8030393,1.5505794,-0.11887484,-1.159679,-1.4720477,0.006303215,1.4898919,0.114126965,0.50274134,-0.5190894,0.31174573,-1.0644668,0.10128492,1.2728463,-1.8702905,1.0673137,1.5800371,1.1857746,0.46197957,0.55584806,1.7295908,0.65921676,-0.8665331,1.2311946,2.906588,2.5252836,0.32664305
AML-06-001#2,1.4118465,0.0027470326,-0.68676335,0.5023408,-1.2569625,-0.2666901,0.97597414,0.74726784,0.78613454,0.8184854,-2.117669,-0.7531026,0.51922053,0.08516647,3.2331455,-1.5884893,-0.28236803,0.16789639,1.4518025,-0.11421914,1.038492,0.07472715,0.40845868,-0.15049782,2.256313,0.1559187,-0.510774,0.5623988,-0.044300713,-0.4948717,-0.26878405,-1.1608447,1.5575892,-0.24417183,-0.097072296,-1.1258357,0.20582025,-0.5886054,0.5885456,-0.48477697,-1.3089881,-0.102428965,-1.4811194,0.17014347,-0.25349256,-0.5271435,-1.8420779,1.5456266,-0.5799395,-1.3928188,-1.3048126,0.07442023,0.66443056,-0.90799326,-1.0000575,-1.5188535,0.063092306,-0.3952922,0.6224006,0.17891227,0.48912364,-0.5162142,-1.1151764,-0.40723878,-1.3975381,-0.06808369,-0.24545765,-1.0060996,0.05917514,0.93450314,0.51999664,-1.3120177,0.23092225,-0.118580155,-1.4303638,-0.7168895,-1.2169682,-0.4864327,-0.47598773,-0.745623,0.18447773,0.9888124,2.067328,-1.1772393,-0.62437963,-0.8880275,-1.1429574,-0.24214342,0.21436627,0.2754715,-1.5824699,0.8977948,-0.11131957,-0.4159959,0.50727975,0.7084221,-1.7743351,0.27403143,0.5693,-0.022086067,-1.7934315,0.30941096,1.4095461,-1.3079493,-1.5050145,-1.0077459,1.1311083,0.09140489,0.3013241,0.5515795,0.6257285,-0.72688955,-1.9111114,-0.15843013,-0.92389756,-0.50766045,0.7903579,1.5205569,-2.2343764,-0.92192143,1.2589865,-0.8169227,0.850323,0.7190023,0.2146163,2.3771145,1.3280239,0.4805042
AML-26-001#2,1.941964,-1.915236,0.36184967,1.4924673,-0.6860087,1.7567569,0.67329335,1.3668445,1.8904711,1.5181504,-1.0358529,-1.2992445,0.058948085,-0.6656988,0.104790755,1.2539066,-1.7838131,-0.27476367,0.4138077,-0.006750789,0.64891404,1.1835775,0.49357495,0.6758294,0.70429456,-0.9466649,-1.2551017,2.1962988,0.080321,0.0046257293,-0.019585945,0.48991603,0.5763154,-1.3559375,-0.0033164052,-0.89146763,-2.4472976,0.62128186,1.3625226,1.2357246,-1.4858171,0.43676656,-0.023612147,-1.5245509,-1.2690512,-0.09423179,1.2255453,1.7995536,-1.6039166,0.20243505,0.25140756,-1.2547702,0.7914615,0.9720812,1.0621227,0.23938593,-0.19626132,1.0944006,0.009075779,0.5945262,-0.38671437,0.2796058,0.22662799,-0.08079586,-0.92168206,-1.1599476,-0.66044074,-1.0529739,0.042362534,0.5602799,0.8964073,0.038994763,1.1491075,0.9608345,-1.8561791,2.1406014,0.5531513,-0.9958853,0.3113662,0.3063276,-0.4731943,-0.23906943,0.31195867,-0.3202997,0.6402117,0.041618478,-1.4087154,1.724709,-0.95929885,-0.62275183,-0.13134076,0.06051326,-0.47326085,-0.55584306,0.13497454,-0.55389285,-0.6231984,-2.4495137,1.2613579,-1.0936959,-0.08006584,0.6470639,0.897843,-0.70184565,-0.5315393,-1.6430668,-0.9531858,1.6315309,0.62214005,-0.12337362,0.34948084,-0.40795586,-0.4755731,-0.7401645,0.5143226,-1.5581132,-1.2907732,-0.14036532,-1.0334461,-0.016497398,0.68161833,0.8035684,-0.3687585,-0.77094615,0.34597367,0.41757497,1.8633298,0.5877887
AML-47-001#2,2.5287309,-2.032699,0.29737988,1.0055107,-1.1323235,1.0516732,0.90238035,-0.17164479,0.6559482,0.34066233,0.28209668,0.8112081,0.653231,-0.33009288,1.6200194,0.18752064,1.6368523,-1.6356064,0.44418395,-0.109097,0.68111426,0.5208564,0.43145633,-0.14277548,0.3624562,-0.47759685,-0.40869024,1.2068299,0.0332333,-0.50298184,0.6321237,1.0907141,1.9336762,0.10884705,1.7324628,0.35692984,-0.39812815,1.0520141,1.6974703,-0.21092682,-1.3885703,1.5244683,1.3452008,-0.9401935,-0.46212682,0.41086224,0.9026631,1.5433115,-0.30605164,0.89275813,1.4192262,-0.38963205,0.77145237,-0.61222154,0.33342913,-0.4088421,-0.36442938,0.22266485,1.5688459,0.5718677,-1.1300095,-0.60670596,-0.6869192,-0.94151413,-0.686445,-0.8672544,0.52104867,-0.5403096,-0.4891481,0.21276546,-0.6387175,-0.665765,1.3460771,1.7823287,-0.8506185,1.4227785,0.26234978,0.9065547,-0.7540581,-0.11944103,0.47026756,1.9387581,-0.37834543,0.33255056,0.12252624,-1.7641026,-2.4835079,-1.2025448,0.15164362,-1.2789557,0.8415729,0.23201074,-0.78632706,0.6588389,1.039662,0.73709816,0.22063164,0.7483881,0.047247615,-0.09922048,-0.87961143,1.0416619,0.9320621,0.0887404,-2.3161254,-0.8800913,-0.105876714,0.24905008,-0.051475417,-0.8607734,-0.87031007,0.97034484,0.610224,1.2231302,-1.0560578,-0.9493975,0.35083088,1.2457062,0.006236476,-1.179276,1.1280439,0.37481284,1.5473077,0.88027084,1.2277018,1.4533244,2.6246772,0.4473482
AML-45-001#2,0.23920952,-0.16332518,-0.23589782,1.6559739,-0.68030554,0.068411835,2.3244553,0.50530326,1.5529692,1.7211456,-1.3120139,-0.13123001,1.779361,0.28067723,1.8277041,-0.8117514,-0.7615387,0.021654384,1.8140768,-0.20081207,0.018337118,-1.6136312,-1.2575608,1.987062,1.5106492,-1.0493047,-1.185377,1.3628869,0.889462,-1.2137754,0.07132976,0.6842095,0.2908291,-0.5041838,0.56503046,-0.29478902,-1.2540996,-0.23130079,1.9337332,0.3859305,-1.1209623,0.9941729,-0.15446945,-1.1387192,-0.2667204,-0.40600866,0.3134872,2.3668513,-0.7244191,0.5831303,0.92425364,-0.62862897,0.19849506,-1.1619539,0.30963904,-1.8606049,0.5815531,-0.8606291,-0.41032878,-0.4980034,-0.24569073,-0.4424944,-0.5054911,0.40607047,-0.7540631,-0.66558236,0.015410437,-0.75418955,0.26918864,0.7979836,0.22060964,0.71802884,-0.24592605,0.5158134,-1.2781283,0.5727428,0.41913697,-0.694045,-0.5720159,-1.7294965,0.19874433,0.15484406,0.8275555,-1.2157713,-0.043130744,0.40745297,-0.45837632,0.30106086,0.08355224,-0.5243623,-1.3937451,1.319426,-0.8441486,-0.038757294,-0.60844964,-0.3900608,-0.8347185,0.7769959,0.18314345,-1.3271451,-0.5530695,1.2700377,1.1827197,-1.559197,-2.2635336,-1.410717,0.36865318,1.203229,-0.115485236,-1.4529947,0.21625602,-0.5347913,-2.0067916,-0.18609555,-0.07211165,-0.21399741,-0.95813787,0.37591782,-1.4602282,1.193311,0.60432315,0.09024097,-1.2747132,0.8517445,0.50873643,2.9669766,0.559447,0.6092779
